CSBR,NASDAQ,"CHAMPIONS ONCOLOGY; INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
CSCO,NASDAQ,"CISCO SYSTEMS; INC.",TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT	
CSF,NASDAQ,VICTORYSHARES US DISCOVERY ENHANCED VOLATILITY WTD ETF,N/A,N/A	
CSFL,NASDAQ,CENTERSTATE BANK CORPORATION,FINANCE,MAJOR BANKS	
CSGP,NASDAQ,"COSTAR GROUP; INC.",MISCELLANEOUS,BUSINESS SERVICES	
CSGS,NASDAQ,"CSG SYSTEMS INTERNATIONAL; INC.",TECHNOLOGY,EDP SERVICES	
CSII,NASDAQ,"CARDIOVASCULAR SYSTEMS; INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
CSIQ,NASDAQ,CANADIAN SOLAR INC.,TECHNOLOGY,SEMICONDUCTORS	
CSJ,NASDAQ,ISHARES 1-3 YEAR CREDIT BOND ETF,N/A,N/A	
CSL,NYSE,CARLISLE COMPANIES INCORPORATED,BASIC INDUSTRIES,SPECIALTY CHEMICALS	
CSLT,NYSE,"CASTLIGHT HEALTH; INC.",TECHNOLOGY,EDP SERVICES	
CSML,NASDAQ,IQ CHAIKIN U.S. SMALL CAP ETF,N/A,N/A	
CSOD,NASDAQ,"CORNERSTONE ONDEMAND; INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
CSPI,NASDAQ,CSP INC.,TECHNOLOGY,EDP SERVICES	
CSQ,NASDAQ,CALAMOS STRATEGIC TOTAL RETURN FUND,N/A,N/A	
CSS,NYSE,"CSS INDUSTRIES; INC.",CONSUMER SERVICES,CONSUMER: GREETING CARDS	
CSSE,NASDAQ,"CHICKEN SOUP FOR THE SOUL ENTERTAINMENT; INC.",CONSUMER SERVICES,MOVIES/ENTERTAINMENT	
CSTE,NASDAQ,CAESARSTONE LTD.,CAPITAL GOODS,BUILDING MATERIALS	
CSTM,NYSE,CONSTELLIUM N.V.,BASIC INDUSTRIES,METAL FABRICATIONS	
CSTR,NASDAQ,"CAPSTAR FINANCIAL HOLDINGS; INC.",FINANCE,MAJOR BANKS	
CSU,NYSE,CAPITAL SENIOR LIVING CORPORATION,HEALTH CARE,HOSPITAL/NURSING MANAGEMENT	
CSV,NYSE,"CARRIAGE SERVICES; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
CSWC,NASDAQ,CAPITAL SOUTHWEST CORPORATION,CONSUMER NON-DURABLES,TEXTILES	
CSWCL,NASDAQ,CAPITAL SOUTHWEST CORPORATION,CONSUMER NON-DURABLES,TEXTILES	
CSWI,NASDAQ,"CSW INDUSTRIALS; INC.",BASIC INDUSTRIES,HOME FURNISHINGS	
CSX,NASDAQ,CSX CORPORATION,TRANSPORTATION,RAILROADS	
CTAA,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CTAS,NASDAQ,CINTAS CORPORATION,CONSUMER NON-DURABLES,APPAREL	
CTB,NYSE,COOPER TIRE & RUBBER COMPANY,CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
CTBB,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CTBI,NASDAQ,"COMMUNITY TRUST BANCORP; INC.",FINANCE,MAJOR BANKS	
CTDD,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CTG,NASDAQ,"COMPUTER TASK GROUP; INCORPORATED",TECHNOLOGY,EDP SERVICES	
CTHR,NASDAQ,CHARLES & COLVARD LTD.,CONSUMER DURABLES,CONSUMER SPECIALTIES	
CTIB,NASDAQ,CTI INDUSTRIES CORPORATION,BASIC INDUSTRIES,SPECIALTY CHEMICALS	
CTIC,NASDAQ,CTI BIOPHARMA CORP.,HEALTH CARE,MAJOR PHARMACEUTICALS	
CTL,NYSE,"CENTURYLINK; INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CTLT,NYSE,"CATALENT; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
CTMX,NASDAQ,"CYTOMX THERAPEUTICS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
CTR,NYSE,CLEARBRIDGE ENERGY MLP TOTAL RETURN FUND INC.,N/A,N/A	
CTRE,NASDAQ,"CARETRUST REIT; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
CTRL,NASDAQ,CONTROL4 CORPORATION,CAPITAL GOODS,ELECTRICAL PRODUCTS	
CTRN,NASDAQ,"CITI TRENDS; INC.",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES	
CTRP,NASDAQ,"CTRIP.COM INTERNATIONAL; LTD.",MISCELLANEOUS,BUSINESS SERVICES	
CTRV,NASDAQ,CONTRAVIR PHARMACEUTICALS INC,HEALTH CARE,MAJOR PHARMACEUTICALS	
CTS,NYSE,CTS CORPORATION,TECHNOLOGY,ELECTRICAL PRODUCTS	
CTSH,NASDAQ,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,TECHNOLOGY,EDP SERVICES	
CTSO,NASDAQ,CYTOSORBENTS CORPORATION,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
CTT,NYSE,"CATCHMARK TIMBER TRUST; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
CTU,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CTV,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CTW,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CTWS,NASDAQ,"CONNECTICUT WATER SERVICE; INC.",PUBLIC UTILITIES,WATER SUPPLY	
CTX,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CTXR,NASDAQ,"CITIUS PHARMACEUTICALS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
CTXRW,NASDAQ,"CITIUS PHARMACEUTICALS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
CTXS,NASDAQ,"CITRIX SYSTEMS; INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
CTY,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CTZ,NYSE,QWEST CORPORATION,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT	
CUB,NYSE,CUBIC CORPORATION,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
CUBA,NASDAQ,"THE HERZFELD CARIBBEAN BASIN FUND; INC.",N/A,N/A	
CUBE,NYSE,CUBESMART,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
CUBI,NYSE,"CUSTOMERS BANCORP; INC",FINANCE,MAJOR BANKS	
CUBI^C,NYSE,"CUSTOMERS BANCORP; INC",N/A,N/A	
CUBI^D,NYSE,"CUSTOMERS BANCORP; INC",N/A,N/A	
CUBI^E,NYSE,"CUSTOMERS BANCORP; INC",N/A,N/A	
CUBI^F,NYSE,"CUSTOMERS BANCORP; INC",N/A,N/A	
CUBS,NYSE,"CUSTOMERS BANCORP; INC",FINANCE,MAJOR BANKS	
CUE,NASDAQ,"CUE BIOPHARMA; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
CUI,NASDAQ,"CUI GLOBAL; INC.",CONSUMER NON-DURABLES,ELECTRONIC COMPONENTS	
CUK,NYSE,CARNIVAL CORPORATION,CONSUMER SERVICES,MARINE TRANSPORTATION	
CULP,NYSE,"CULP; INC.",BASIC INDUSTRIES,TEXTILES	
CUR,NASDAQ,"NEURALSTEM; INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
CURO,NYSE,CURO GROUP HOLDINGS CORP.,FINANCE,FINANCE: CONSUMER SERVICES	
CUTR,NASDAQ,"CUTERA; INC.",HEALTH CARE,BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS	
CUZ,NYSE,COUSINS PROPERTIES INCORPORATED,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
CVA,NYSE,COVANTA HOLDING CORPORATION,BASIC INDUSTRIES,ELECTRIC UTILITIES: CENTRAL	
CVBF,NASDAQ,CVB FINANCIAL CORPORATION,FINANCE,MAJOR BANKS	
CVCO,NASDAQ,"CAVCO INDUSTRIES; INC.",BASIC INDUSTRIES,HOMEBUILDING	
CVCY,NASDAQ,CENTRAL VALLEY COMMUNITY BANCORP,FINANCE,MAJOR BANKS	
CVE,NYSE,CENOVUS ENERGY INC,ENERGY,OIL & GAS PRODUCTION	
CVEO,NYSE,CIVEO CORPORATION,CONSUMER SERVICES,HOTELS/RESORTS	
CVG,NYSE,CONVERGYS CORPORATION,TECHNOLOGY,EDP SERVICES	
CVGI,NASDAQ,"COMMERCIAL VEHICLE GROUP; INC.",CAPITAL GOODS,AUTO PARTS:O.E.M.	
CVGW,NASDAQ,"CALAVO GROWERS; INC.",CONSUMER NON-DURABLES,FARMING/SEEDS/MILLING	
CVI,NYSE,CVR ENERGY INC.,ENERGY,INTEGRATED OIL COMPANIES	
CVLT,NASDAQ,"COMMVAULT SYSTEMS; INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
CVLY,NASDAQ,"CODORUS VALLEY BANCORP; INC",FINANCE,SAVINGS INSTITUTIONS	
CVNA,NYSE,CARVANA CO.,CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
CVON,NASDAQ,"CONVERGEONE HOLDINGS; INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
CVONW,NASDAQ,"CONVERGEONE HOLDINGS; INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
CVRR,NYSE,"CVR REFINING; LP",ENERGY,INTEGRATED OIL COMPANIES	
CVS,NYSE,CVS HEALTH CORPORATION,HEALTH CARE,MEDICAL/NURSING SERVICES	
CVTI,NASDAQ,"COVENANT TRANSPORTATION GROUP; INC.",TRANSPORTATION,TRUCKING FREIGHT/COURIER SERVICES	
CVV,NASDAQ,CVD EQUIPMENT CORPORATION,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS	
CVX,NYSE,CHEVRON CORPORATION,ENERGY,INTEGRATED OIL COMPANIES	
CW,NYSE,CURTISS-WRIGHT CORPORATION,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS	
CWAY,NASDAQ,"COASTWAY BANCORP; INC.",FINANCE,SAVINGS INSTITUTIONS	
CWBC,NASDAQ,COMMUNITY WEST BANCSHARES,FINANCE,MAJOR BANKS	
CWBR,NASDAQ,"COHBAR; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
CWCO,NASDAQ,CONSOLIDATED WATER CO. LTD.,PUBLIC UTILITIES,WATER SUPPLY	
CWH,NYSE,"CAMPING WORLD HOLDINGS; INC.",CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET	
CWST,NASDAQ,"CASELLA WASTE SYSTEMS; INC.",PUBLIC UTILITIES,ENVIRONMENTAL SERVICES	
CWT,NYSE,CALIFORNIA WATER  SERVICE GROUP HOLDING,PUBLIC UTILITIES,WATER SUPPLY	
CX,NYSE,CEMEX S.A.B. DE C.V.,CAPITAL GOODS,BUILDING MATERIALS	
CXDC,NASDAQ,CHINA XD PLASTICS COMPANY LIMITED,CAPITAL GOODS,CONTAINERS/PACKAGING	
CXE,NYSE,COLONIAL HIGH INCOME MUNICIPAL TRUST,N/A,N/A	
CXH,NYSE,COLONIAL INVESTMENT GRADE MUNICIPAL TRUST,N/A,N/A	
CXO,NYSE,CONCHO RESOURCES INC.,ENERGY,OIL & GAS PRODUCTION	
CXP,NYSE,"COLUMBIA PROPERTY TRUST; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
CXRX,NASDAQ,CONCORDIA INTERNATIONAL CORP.,HEALTH CARE,MAJOR PHARMACEUTICALS	
CXSE,NASDAQ,WISDOMTREE CHINA EX-STATE-OWNED ENTERPRISES FUND,N/A,N/A	
CXW,NYSE,"CORECIVIC; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
CY,NASDAQ,CYPRESS SEMICONDUCTOR CORPORATION,TECHNOLOGY,SEMICONDUCTORS	
CYAD,NASDAQ,CELYAD SA,HEALTH CARE,MAJOR PHARMACEUTICALS	
CYAN,NASDAQ,CYANOTECH CORPORATION,CONSUMER DURABLES,SPECIALTY CHEMICALS	
CYBE,NASDAQ,CYBEROPTICS CORPORATION,CAPITAL GOODS,ELECTRONIC COMPONENTS	
CYBR,NASDAQ,CYBERARK SOFTWARE LTD.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
CYCC,NASDAQ,"CYCLACEL PHARMACEUTICALS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
CYCCP,NASDAQ,"CYCLACEL PHARMACEUTICALS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
CYD,NYSE,CHINA YUCHAI INTERNATIONAL LIMITED,ENERGY,INDUSTRIAL MACHINERY/COMPONENTS	
CYH,NYSE,"COMMUNITY HEALTH SYSTEMS; INC.",HEALTH CARE,HOSPITAL/NURSING MANAGEMENT	
CYHHZ,NASDAQ,"COMMUNITY HEALTH SYSTEMS; INC.",HEALTH CARE,HOSPITAL/NURSING MANAGEMENT	
CYOU,NASDAQ,CHANGYOU.COM LIMITED,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
CYRN,NASDAQ,CYREN LTD.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
CYRX,NASDAQ,"CRYOPORT; INC.",TRANSPORTATION,OIL REFINING/MARKETING	
CYRXW,NASDAQ,"CRYOPORT; INC.",TRANSPORTATION,OIL REFINING/MARKETING	
CYS,NYSE,"CYS INVESTMENTS; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
CYS^A,NYSE,"CYS INVESTMENTS; INC.",N/A,N/A	
CYS^B,NYSE,"CYS INVESTMENTS; INC.",N/A,N/A	
CYTK,NASDAQ,"CYTOKINETICS; INCORPORATED",HEALTH CARE,MAJOR PHARMACEUTICALS	
CYTR,NASDAQ,CYTRX CORPORATION,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
CYTX,NASDAQ,CYTORI THERAPEUTICS INC,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
CYTXW,NASDAQ,CYTORI THERAPEUTICS INC,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS	
CZFC,NASDAQ,CITIZENS FIRST CORPORATION,FINANCE,MAJOR BANKS	
CZNC,NASDAQ,CITIZENS & NORTHERN CORP,FINANCE,MAJOR BANKS	
CZR,NASDAQ,CAESARS ENTERTAINMENT CORPORATION,CONSUMER SERVICES,HOTELS/RESORTS	
CZWI,NASDAQ,"CITIZENS COMMUNITY BANCORP; INC.",FINANCE,SAVINGS INSTITUTIONS	
CZZ,NYSE,COSAN LIMITED,CONSUMER NON-DURABLES,SPECIALTY FOODS	
C^C,NYSE,CITIGROUP INC.,N/A,N/A	
C^J,NYSE,CITIGROUP INC.,N/A,N/A	
C^K,NYSE,CITIGROUP INC.,FINANCE,MAJOR BANKS	
C^L,NYSE,CITIGROUP INC.,N/A,N/A	
C^N,NYSE,CITIGROUP INC.,FINANCE,MAJOR BANKS	
C^S,NYSE,CITIGROUP INC.,N/A,N/A	
D,NYSE,"DOMINION ENERGY; INC.",PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL	
DAC,NYSE,DANAOS CORPORATION,TRANSPORTATION,MARINE TRANSPORTATION	
DAIO,NASDAQ,DATA I/O CORPORATION,CAPITAL GOODS,ELECTRICAL PRODUCTS	
DAKT,NASDAQ,"DAKTRONICS; INC.",CONSUMER DURABLES,MISCELLANEOUS MANUFACTURING INDUSTRIES	
DAL,NYSE,"DELTA AIR LINES; INC.",TRANSPORTATION,AIR FREIGHT/DELIVERY SERVICES	
DAN,NYSE,DANA INCORPORATED,CAPITAL GOODS,AUTO PARTS:O.E.M.	
DAR,NYSE,DARLING INGREDIENTS INC.,CONSUMER NON-DURABLES,PACKAGED FOODS	
DARE,NASDAQ,"DARE BIOSCIENCE; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
DATA,NYSE,"TABLEAU SOFTWARE; INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
DAVE,NASDAQ,"FAMOUS DAVE&#39;S OF AMERICA; INC.",CONSUMER SERVICES,RESTAURANTS	
DAX,NASDAQ,HORIZONS DAX GERMANY ETF,N/A,N/A	
DB,NYSE,DEUTSCHE BANK AG,FINANCE,MAJOR BANKS	
DBD,NYSE,DIEBOLD NIXDORF INCORPORATED,MISCELLANEOUS,OFFICE EQUIPMENT/SUPPLIES/SERVICES	
DBL,NYSE,DOUBLELINE OPPORTUNISTIC CREDIT FUND,N/A,N/A	
DBVT,NASDAQ,DBV TECHNOLOGIES S.A.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)	
DBX,NASDAQ,"DROPBOX; INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
DCAR,NASDAQ,"DROPCAR; INC.",CONSUMER SERVICES,TELECOMMUNICATIONS EQUIPMENT	
DCF,NYSE,DREYFUS ALCENTRA,N/A,N/A	
DCI,NYSE,"DONALDSON COMPANY; INC.",CAPITAL GOODS,POLLUTION CONTROL EQUIPMENT	
DCIX,NASDAQ,DIANA CONTAINERSHIPS INC.,TRANSPORTATION,MARINE TRANSPORTATION	
DCO,NYSE,DUCOMMUN INCORPORATED,CAPITAL GOODS,MILITARY/GOVERNMENT/TECHNICAL	
DCOM,NASDAQ,"DIME COMMUNITY BANCSHARES; INC.",FINANCE,SAVINGS INSTITUTIONS	
DCP,NYSE,DCP MIDSTREAM LP,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION	
DCPH,NASDAQ,"DECIPHERA PHARMACEUTICALS; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
DCT,NYSE,DCT INDUSTRIAL TRUST INC,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
DCUD,NYSE,"DOMINION ENERGY; INC.",PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL	
DDBI,NASDAQ,LEGG MASON DEVELOPED EX-US DIVERSIFIED CORE ETF,N/A,N/A	
DDD,NYSE,3D SYSTEMS CORPORATION,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE	
DDE,NYSE,DOVER DOWNS GAMING & ENTERTAINMENT INC,CONSUMER SERVICES,SERVICES-MISC. AMUSEMENT & RECREATION	
DDF,NYSE,"DELAWARE INVESTMENTS DIVIDEND & INCOME FUND; INC.",N/A,N/A	
DDR,NYSE,DDR CORP.,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
DDR^A,NYSE,DDR CORP.,N/A,N/A	
DDR^J,NYSE,DDR CORP.,N/A,N/A	
DDR^K,NYSE,DDR CORP.,N/A,N/A	
DDS,NYSE,"DILLARD&#39;S; INC.",CONSUMER SERVICES,DEPARTMENT/SPECIALTY RETAIL STORES	
DDT,NYSE,"DILLARD&#39;S; INC.",CONSUMER SERVICES,DEPARTMENT/SPECIALTY RETAIL STORES	
DD^A,NYSE,E.I. DU PONT DE NEMOURS AND COMPANY,BASIC INDUSTRIES,MAJOR CHEMICALS	
DD^B,NYSE,E.I. DU PONT DE NEMOURS AND COMPANY,BASIC INDUSTRIES,MAJOR CHEMICALS	
DE,NYSE,DEERE & COMPANY,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
DEA,NYSE,"EASTERLY GOVERNMENT PROPERTIES; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
DECK,NYSE,DECKERS OUTDOOR CORPORATION,CONSUMER NON-DURABLES,SHOE MANUFACTURING	
DEI,NYSE,"DOUGLAS EMMETT; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
DELT,NASDAQ,DELTA TECHNOLOGY HOLDINGS LIMITED,BASIC INDUSTRIES,MAJOR CHEMICALS	
DENN,NASDAQ,DENNY&#39;S CORPORATION,CONSUMER SERVICES,RESTAURANTS	
DEO,NYSE,DIAGEO PLC,CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)	
DEPO,NASDAQ,"DEPOMED; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
DERM,NASDAQ,"DERMIRA; INC.",HEALTH CARE,MAJOR PHARMACEUTICALS	
DESP,NYSE,"DESPEGAR.COM; CORP.",CONSUMER SERVICES,TRANSPORTATION SERVICES	
DEST,NASDAQ,DESTINATION MATERNITY CORPORATION,CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES	
DEX,NYSE,DELAWARE ENHANCED GLOBAL DIVIDEND,N/A,N/A	
DF,NYSE,DEAN FOODS COMPANY,CONSUMER NON-DURABLES,PACKAGED FOODS	
DFBG,NASDAQ,DIFFERENTIAL BRANDS GROUP INC.,CONSUMER NON-DURABLES,APPAREL	
DFBH,NASDAQ,DFB HEALTHCARE ACQUISITIONS CORP.,FINANCE,BUSINESS SERVICES	
DFBHU,NASDAQ,DFB HEALTHCARE ACQUISITIONS CORP.,FINANCE,BUSINESS SERVICES	
DFBHW,NASDAQ,DFB HEALTHCARE ACQUISITIONS CORP.,FINANCE,BUSINESS SERVICES	
DFFN,NASDAQ,DIFFUSION PHARMACEUTICALS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS	
DFIN,NYSE,"DONNELLEY FINANCIAL SOLUTIONS; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
DFNL,NASDAQ,DAVIS SELECT FINANCIAL ETF,N/A,N/A	
DFP,NYSE,FLAHERTY & CRUMRINE DYNAMIC PREFERRED AND INCOME FUND INC.,N/A,N/A	
DFRG,NASDAQ,"DEL FRISCO&#39;S RESTAURANT GROUP; INC.",CONSUMER SERVICES,RESTAURANTS	
DFS,NYSE,DISCOVER FINANCIAL SERVICES,FINANCE,FINANCE: CONSUMER SERVICES	
DFVL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS	
DFVS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS	
DG,NYSE,DOLLAR GENERAL CORPORATION,CONSUMER SERVICES,DEPARTMENT/SPECIALTY RETAIL STORES	
DGICA,NASDAQ,"DONEGAL GROUP; INC.",FINANCE,PROPERTY-CASUALTY INSURERS	
DGICB,NASDAQ,"DONEGAL GROUP; INC.",FINANCE,PROPERTY-CASUALTY INSURERS	
DGII,NASDAQ,DIGI INTERNATIONAL INC.,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT	
DGLD,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE	
DGLY,NASDAQ,"DIGITAL ALLY; INC.",TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT	
DGRE,NASDAQ,WISDOMTREE EMERGING MARKETS QUALITY DIVIDEND GROWTH FUND,N/A,N/A	
DGRS,NASDAQ,WISDOMTREE U.S. SMALLCAP QUALITY DIVIDEND GROWTH FUND,N/A,N/A	
DGRW,NASDAQ,WISDOMTREE U.S. QUALITY DIVIDEND GROWTH FUND,N/A,N/A	
DGX,NYSE,QUEST DIAGNOSTICS INCORPORATED,HEALTH CARE,MEDICAL SPECIALITIES	
DHCP,NYSE,DITECH HOLDING CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES	
DHF,NYSE,DREYFUS HIGH YIELD STRATEGIES FUND,N/A,N/A	
DHI,NYSE,"D.R. HORTON; INC.",CAPITAL GOODS,HOMEBUILDING	
DHIL,NASDAQ,"DIAMOND HILL INVESTMENT GROUP; INC.",FINANCE,INVESTMENT MANAGERS	
DHR,NYSE,DANAHER CORPORATION,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS	
DHT,NYSE,"DHT HOLDINGS; INC.",TRANSPORTATION,MARINE TRANSPORTATION	
DHX,NYSE,"DHI GROUP; INC.",MISCELLANEOUS,BUSINESS SERVICES	
DHXM,NASDAQ,DHX MEDIA LTD.,N/A,N/A	
DIAX,NYSE,NUVEEN DOW 30SM DYNAMIC OVERWRITE FUND,N/A,N/A	
DIN,NYSE,"DINE BRANDS GLOBAL; INC.",CONSUMER SERVICES,RESTAURANTS	
DINT,NASDAQ,DAVIS SELECT INTERNATIONAL ETF,N/A,N/A	
DIOD,NASDAQ,DIODES INCORPORATED,TECHNOLOGY,SEMICONDUCTORS	
DIS,NYSE,WALT DISNEY COMPANY (THE),CONSUMER SERVICES,TELEVISION SERVICES	
DISCA,NASDAQ,"DISCOVERY; INC.",CONSUMER SERVICES,TELEVISION SERVICES	
DISCB,NASDAQ,"DISCOVERY; INC.",CONSUMER SERVICES,TELEVISION SERVICES	
DISCK,NASDAQ,"DISCOVERY; INC.",CONSUMER SERVICES,TELEVISION SERVICES	
DISH,NASDAQ,DISH NETWORK CORPORATION,CONSUMER SERVICES,TELEVISION SERVICES	
DJCO,NASDAQ,DAILY JOURNAL CORP. (S.C.),CONSUMER SERVICES,NEWSPAPERS/MAGAZINES	
DK,NYSE,"DELEK US HOLDINGS; INC.",ENERGY,INTEGRATED OIL COMPANIES	
DKL,NYSE,"DELEK LOGISTICS PARTNERS; L.P.",ENERGY,NATURAL GAS DISTRIBUTION	
DKS,NYSE,DICK&#39;S SPORTING GOODS INC,CONSUMER SERVICES,OTHER SPECIALTY STORES	
DKT,NYSE,DEUTSCH BK CONTINGENT CAP TR V,FINANCE,MAJOR BANKS	
DL,NYSE,CHINA DISTANCE EDUCATION HOLDINGS LIMITED,CONSUMER SERVICES,OTHER CONSUMER SERVICES	
DLB,NYSE,DOLBY LABORATORIES,MISCELLANEOUS,MULTI-SECTOR COMPANIES	
DLBL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS	
DLBS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS	
DLHC,NASDAQ,DLH HOLDINGS CORP.,TECHNOLOGY,PROFESSIONAL SERVICES	
DLNG,NYSE,DYNAGAS LNG PARTNERS LP,CONSUMER SERVICES,MARINE TRANSPORTATION	
DLNG^A,NYSE,DYNAGAS LNG PARTNERS LP,N/A,N/A	
DLPH,NYSE,DELPHI TECHNOLOGIES PLC,CAPITAL GOODS,AUTO PARTS:O.E.M.	
DLPN,NASDAQ,"DOLPHIN ENTERTAINMENT; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
DLPNW,NASDAQ,"DOLPHIN ENTERTAINMENT; INC.",CONSUMER SERVICES,OTHER CONSUMER SERVICES	
DLR,NYSE,"DIGITAL REALTY TRUST; INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS	
DLR^C,NYSE,"DIGITAL REALTY TRUST; INC.",N/A,N/A	
DLR^G,NYSE,"DIGITAL REALTY TRUST; INC.",N/A,N/A	
DLR^H,NYSE,"DIGITAL REALTY TRUST; INC.",N/A,N/A	
DLR^I,NYSE,"DIGITAL REALTY TRUST; INC.",N/A,N/A	
